id,total_area,total_buildings,total_area_adm2,total_buildings_adm2
1833,11509.674599999998,277,9890180.899499815,179876
11167,20116.454499999996,399,6112192.636499925,85381
11835,22296.74979999998,367,3913823.806299989,56650
3079,5685.0267,203,3477389.9073999855,53308
3967,696.8951,44,4211450.142600003,85861
11829,56492.88100000006,577,5580689.679099988,66088
9289,2129.1746000000003,114,3234132.847500009,52632
13856,5347.5833999999995,134,5228787.03699996,102951
8957,1620.5829999999999,79,2677898.4160999767,49925
5447,40032.48610000004,728,4453984.292599953,68839
5448,40032.48610000004,728,11968283.436900381,179184
11808,1633.3909000000006,88,6063750.6400000695,130010
12127,1161.6742999999997,81,2393371.7551000016,41959
1267,14346.052500000002,434,3877497.768100021,79572
10596,3644.7282999999998,119,2973187.7172000166,44655
12662,17408.536999999986,400,4285445.744199992,88997
128,6033.585399999998,243,1490683.1229000106,48635
2898,3100.0522,152,5404839.839799935,120468
10873,3273.255899999999,78,2973187.7172000166,44655
10874,3273.255899999999,78,5580689.679099988,66088
11430,26689.91709999999,357,18037253.23220054,316708
185,4932.1628999999975,190,2448171.340900037,72998
13632,1114.9041,58,2393371.7551000016,41959
2958,30046.903600000005,510,1983576.5136000086,32795
2959,30046.903600000005,510,2503710.2219999954,36841
8991,4527.042199999999,232,4633411.748299901,88044
8781,161.1848,7,3234132.847500009,52632
2587,5063.841299999999,165,9890180.899499815,179876
2588,5063.841299999999,165,2087560.6372999835,49791
8295,2630.8955000000005,137,4657818.107100053,85818
13598,6739.680100000001,143,3477111.754199985,85601
10653,34972.30499999998,524,6112192.636499925,85381
10654,34972.30499999998,524,5692150.617499987,76981
7552,4809.290900000001,185,4657818.107100053,85818
10138,34111.56450000001,503,2035082.3115999976,32393
10139,34111.56450000001,503,6112192.636499925,85381
10285,15286.180400000001,365,4633411.748299901,88044
14709,28610.226800000015,461,3477111.754199985,85601
2913,5916.4784,114,5496198.666799969,82377
9205,8398.546700000003,349,2677898.4160999767,49925
10126,4448.0141,98,5692150.617499987,76981
5506,5252.100800000002,257,1769334.0413999925,38144
14542,1274.0412000000001,59,3477111.754199985,85601
7146,62615.3069999999,1377,7614076.459100063,127972
9636,17781.1081,326,3901531.550699996,63528
4755,56744.846499999985,1260,3606248.4461999945,68985
11548,3155.977,105,4633411.748299901,88044
124,13518.557700000008,490,1490683.1229000106,48635
11775,548.0591999999999,37,4633411.748299901,88044
19,4100.862199999999,126,1490683.1229000106,48635
154,22154.16530000001,817,1490683.1229000106,48635
8342,39708.12359999998,603,47215055.56479972,619190
