id,admin2Pcod,ndvi_mean,ndvi_sd,ndvi_max,ndvi_min,ndvi_mean_adm2,ndvi_sd_adm2,ndvi_max_adm2,ndvi_min_adm2
10212,BJ0101,4093.935788449059,1631.3633683301325,7541.945895522388,2318.380970149254,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10213,BJ0101,4024.2338822193387,1600.5624434773054,7389.581716417913,2291.6111940298515,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10214,BJ0101,4260.645352519855,1711.9436358808955,7605.499813223759,2308.265595816212,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10215,BJ0101,4130.278572704681,1676.068560905045,7406.008965259619,2278.590960029884,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10216,BJ0101,4257.242424980119,1648.0351343255866,7624.393430384473,2294.9854423292277,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10217,BJ0101,4289.239065566061,1760.7034626764932,7797.518836255129,2328.566206639314,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10218,BJ0101,4219.522169527862,1675.6010554375378,7681.05080313784,2293.653343294733,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10219,BJ0101,4386.109776109703,1528.7513838642744,7180.621076233182,2452.8277279521667,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10221,BJ0101,4534.704902867716,1618.5140346654784,7369.2329227323635,2485.0783874580075,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10448,BJ0101,4635.175968349905,1623.1835899812854,7298.209267563525,2514.4215246636763,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10450,BJ0101,3971.4369995614825,1519.0268454994946,7076.346283152784,2230.0123272319765,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10452,BJ0101,3783.3559061896017,1561.5220420224969,7009.054912215166,2128.85057900635,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10454,BJ0101,3732.761315870621,1588.0575572663834,7140.89137737962,2066.721911160881,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10456,BJ0101,3665.555098991408,1695.08613504079,7215.604034366827,2042.8576765035484,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10458,BJ0101,3755.2436374267113,1689.997661561061,7377.430706014197,2062.5155024280916,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10459,BJ0101,3753.2158546004566,1642.9096488290552,7335.0029607698,2090.9200592153957,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10460,BJ0101,3935.514406017884,1658.4226743590805,7429.391730141459,2255.482771128038,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10461,BJ0101,4027.3082797166444,1577.6787539058648,7401.019805680121,2307.9417040358753,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10462,BJ0101,4212.05041593553,1600.0322360970035,7372.548953662181,2347.2567264573986,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10463,BJ0101,4183.5547900741685,1607.1226117349652,7597.810003732737,2377.6368047779024,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10464,BJ0101,4162.300915331809,1506.8894753814816,7251.447555057859,2396.947741694662,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10465,BJ0101,4207.9033554757925,1633.6696208667051,7427.122898767276,2275.1953679491967,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10466,BJ0101,4198.724137091276,1610.2808478622917,7359.256908140404,2313.6904406273343,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10467,BJ0101,4230.790942434718,1617.987383334869,7554.519223590893,2376.8551698394926,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10468,BJ0101,4207.977668500576,1630.9539244982382,7536.070175438597,2303.960432997388,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10469,BJ0101,4244.490145902386,1593.8163989229968,7599.006726457401,2330.8636023916297,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10471,BJ0101,4414.767807239878,1435.396049987047,7137.023542600897,2525.354260089686,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10710,BJ0101,4269.046581529863,1636.989784186641,7472.703288490285,2344.9159192825114,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10713,BJ0101,3742.5299217456245,1660.8370626028134,7146.028752800597,2104.8756534727413,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10715,BJ0101,3788.443252505239,1602.5165932310153,7368.241688457231,2166.5950691072103,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10717,BJ0101,3966.1621386954894,1722.0368624523355,7537.303098170958,2162.1295259425156,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10718,BJ0101,4057.1262514432124,1684.4844142651718,7445.447799199707,2271.4136049472536,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10719,BJ0101,4119.440634218289,1660.4553578794855,7601.326327433628,2321.4775073746314,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10720,BJ0101,4242.127347761098,1547.8115173535775,7455.770179372196,2411.73355754858,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10721,BJ0101,4066.7260285092702,1584.7420467563982,7659.463405526512,2332.485063480209,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10722,BJ0101,4193.15689663567,1599.3416339120195,7586.716312056739,2369.566629339306,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10723,BJ0101,4319.1531480339,1502.7252973983113,7095.402539208365,2410.47647498133,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10724,BJ0101,4343.416714037453,1538.1631151072768,7200.170339932761,2463.7665296974224,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10726,BJ0101,4465.72157846049,1468.3176895750935,7102.702874206793,2581.998133631952,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10728,BJ0101,4305.240631083712,1392.7591881264746,6899.796641791046,2464.864552238806,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10730,BJ0101,4399.9546303211355,1445.1851224946804,6994.466019417476,2338.2061239731142,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10732,BJ0101,4366.065249874129,1460.8607479339066,7109.068733657078,2457.570788195742,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10973,BJ0101,3779.056468122441,1688.591002977537,7597.648729446934,2165.2339312406575,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10975,BJ0101,3910.5267171233204,1656.85945226558,7706.712364587224,2168.353007097497,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10977,BJ0101,4102.027719622833,1635.384714392683,7533.69690182904,2314.436730123181,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10978,BJ0101,4060.0976384110095,1632.1163208763255,7511.892805755393,2282.7949640287766,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10979,BJ0101,4235.087736109532,1522.910316522794,7323.697422487859,2372.9432200224137,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10980,BJ0101,4255.309167924436,1580.8061411841384,7506.739828294139,2368.2881672265776,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10981,BJ0101,4349.319481636562,1673.32296796524,7530.731243001122,2361.536394176932,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10982,BJ0101,4370.298594543713,1527.9521897272105,7228.315789473685,2420.061963419186,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
10983,BJ0101,4364.1160908530055,1417.4096335473428,6844.210978342045,2519.765496639284,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11223,BJ0101,3781.0396696496728,1643.655120056226,7527.388494583489,2100.515128875607,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11225,BJ0101,4087.058179368121,1601.9494873777517,7430.178117998506,2347.2901418969386,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11226,BJ0101,4158.452342069947,1600.9509483214163,7541.07698029007,2322.0204537002605,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11227,BJ0101,4262.2341493691165,1565.5580673181046,7424.088543548969,2388.8373689916875,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11228,BJ0101,4385.92259441388,1605.073319027949,7653.713325867862,2450.593505039194,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11229,BJ0101,4491.79603031631,1649.0459856972857,7612.494960806272,2420.6125419932814,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11230,BJ0101,4362.949776513612,1602.9925497873148,7533.4444859813075,2354.21046728972,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11231,BJ0101,4365.053016527583,1488.5759459995943,7343.286781179983,2403.4682598954437,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11468,BJ0101,4468.586907815696,1688.2695540094198,7497.3398058252415,2334.3521284540698,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11470,BJ0101,4022.008825438028,1623.141781926849,7431.715298507465,2240.1246268656723,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11472,BJ0101,4152.10043380776,1629.4651978026843,7422.76121076233,2288.5411061285504,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11473,BJ0101,4231.699624648108,1582.1047375649819,7488.026978417268,2318.243525179856,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11474,BJ0101,4266.928309539261,1634.974672095542,7775.384328358211,2376.825373134329,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11475,BJ0101,4499.809231018819,1605.6675902682334,7626.87537313433,2497.6100746268658,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11476,BJ0101,4388.254145620504,1609.4504778230046,7497.397833395593,2366.1983563690696,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11477,BJ0101,4239.790139403392,1459.5139408777297,7100.630792227204,2320.7765321375177,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11689,BJ0101,4367.127951701641,1712.392572873904,7452.645763344531,2312.5681224337436,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11691,BJ0101,4060.233076910592,1681.6614008184558,7513.754385964909,2190.484882418813,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11693,BJ0101,4162.6176461041605,1659.6458085061765,7540.571481896231,2278.086599477417,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11694,BJ0101,4319.86052874318,1695.086143507132,7663.030924128013,2338.9830996044593,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11695,BJ0101,4331.749233166172,1661.589138278821,7760.7226577081,2351.986935423666,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11696,BJ0101,4267.989398318018,1521.437510146,7435.465272591487,2349.8498879761014,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11697,BJ0101,4089.1330100084488,1457.480003258492,6896.673766816143,2251.6050074738414,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11885,BJ0101,4059.4601097509494,1666.7885476310876,7465.709111277072,2179.5828976848393,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11887,BJ0101,4214.052643114589,1701.7064570952061,7478.791635548918,2199.9596713965648,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11888,BJ0101,4028.6256976689647,1659.970691108389,7516.567421790723,2208.6583962603377,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11889,BJ0101,4144.842999675536,1636.6661123073395,7572.042164179106,2187.590298507463,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11890,BJ0101,4185.466912361593,1634.234278701921,7537.536967886482,2197.571695294996,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11891,BJ0101,4080.163599746634,1455.245599632744,7127.4153903623455,2213.601793051924,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
11893,BJ0101,4085.3540152498376,1638.1564154016974,7438.29104477612,2205.4078358208953,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12049,BJ0101,4413.103384710333,1668.5528246301812,7232.926783713111,2348.704519985057,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12051,BJ0101,4806.200589563268,1894.876964891913,7640.87672768024,2362.0276428838256,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12052,BJ0101,4087.229729080988,1649.9348143985903,7370.757453073242,2138.835848362164,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12053,BJ0101,3913.594673476834,1662.197724045056,7567.661437431596,2026.2721634439984,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12054,BJ0101,4231.411655356042,1499.786970320775,7025.759148618372,2122.440627333832,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12056,BJ0101,4191.600672394471,1369.4706638866162,6730.4703025775125,2188.7904370564065,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12058,BJ0101,4042.741027844899,1613.6502445487788,7416.330846698993,2197.82096232749,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12197,BJ0101,4678.4762550551395,1708.3997642924217,7383.21553978334,2534.2629809488235,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12200,BJ0101,4826.0649981322385,1799.3885880719477,7713.517743742997,2485.9828165857307,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12202,BJ0101,4396.071361235269,1709.1291457723376,7371.385046728971,2274.14168224299,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12203,BJ0101,3948.109523958367,1614.8401322307163,7269.625808770672,2129.0830337886414,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12204,BJ0101,4270.307311883842,1532.3465240747466,7241.511393350769,2390.5629435935757,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12351,BJ0101,4744.944953532203,1751.388905804404,7655.110612855008,2674.457772795217,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12353,BJ0101,4737.41780855278,1722.6779449964627,7543.482076176248,2619.6097834204625,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12354,BJ0101,4590.96069602739,1606.3376951913956,7292.549802229415,2512.4415677813736,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12355,BJ0101,4290.783363921327,1621.1178111970853,7373.598431079567,2285.632797908106,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12483,BJ0101,4657.767544785695,1843.8401697275556,7646.513261113188,2396.124766529698,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12485,BJ0101,4562.499561481866,1702.0050190452162,7456.430706014195,2696.054538662682,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12487,BJ0101,4648.594465976934,1641.8918786112768,7103.630122214236,2611.400431344357,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
12489,BJ0101,4220.338898095795,1638.8470062712568,7252.075112107625,2191.4091928251123,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
5001,BJ0101,4485.221969672371,2013.4137244464284,8006.270724421211,2438.526512322629,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
5002,BJ0101,4514.512197300678,2059.1089377344447,7935.575644378038,2444.656331714606,4285.976479561294,1692.495437027305,8302.597911227154,456.3937243182667
