id,co,co_adm2
8106,0.04854945241438096,0.04910143519393186
8108,0.04888893870982903,0.04910143519393186
8110,0.04935384821103504,0.04910143519393186
8354,0.04879736429054082,0.04910143519393186
8355,0.04905613097711027,0.04910143519393186
8356,0.04945534664636964,0.04910143519393186
8623,0.04882044934621548,0.04910143519393186
8624,0.049169569652004384,0.04910143519393186
8625,0.04955641504336648,0.04910143519393186
8876,0.04864723873922717,0.04910143519393186
8878,0.04924135931773605,0.04910143519393186
8880,0.04957428038646707,0.04910143519393186
9129,0.049132749957154075,0.04910143519393186
9131,0.0494157985884009,0.04910143519393186
9394,0.04886258562914063,0.04910143519393186
10675,0.04880994958939967,0.03940114210091123
10930,0.04864970464700759,0.03940114210091123
10932,0.048913269594390824,0.03940114210091123
10934,0.04880079501509074,0.03940114210091123
10936,0.04864052825183107,0.03940114210091123
10939,0.04851528377833581,0.03940114210091123
11182,0.04871873247935206,0.03940114210091123
11184,0.04892405556670652,0.03940114210091123
11185,0.048721389666125554,0.03940114210091123
11186,0.048510115687647376,0.03940114210091123
11187,0.04850879399890131,0.03940114210091123
11428,0.04865601863929379,0.03940114210091123
11429,0.04853673469210831,0.03940114210091123
11430,0.048354641924826504,0.03940114210091123
11431,0.04835886729591782,0.03940114210091123
9676,0.038942284560887656,0.03940114210091123
9678,0.038992258604729955,0.03940114210091123
9680,0.03907678916616863,0.03940114210091123
9681,0.03896830809238625,0.03940114210091123
9682,0.038994077513664,0.03940114210091123
9683,0.039126063173711895,0.03940114210091123
9684,0.03916529358759781,0.03940114210091123
9685,0.039127502524047765,0.03940114210091123
9686,0.038903074518011685,0.03940114210091123
9687,0.0389383172326901,0.03940114210091123
9688,0.039088142632769024,0.03940114210091123
9689,0.039205467731681674,0.03940114210091123
9690,0.039329962964250086,0.03940114210091123
9691,0.039322911751584345,0.03940114210091123
9692,0.03934500909853093,0.03940114210091123
9693,0.039293243809021675,0.03940114210091123
9694,0.03928482973029554,0.03940114210091123
9695,0.03934289777739476,0.03940114210091123
9696,0.03953578929713443,0.03940114210091123
9697,0.03978332948349754,0.03940114210091123
9698,0.03985598172051802,0.03940114210091123
9700,0.03994497128231757,0.03940114210091123
9702,0.039966840246092546,0.03940114210091123
9704,0.0399119773504487,0.03940114210091123
9945,0.03924408646810399,0.03940114210091123
9947,0.03920942579899424,0.03940114210091123
9949,0.039109252694754876,0.03940114210091123
9950,0.03917813572766973,0.03940114210091123
9951,0.03920453745141887,0.03940114210091123
9952,0.03921103685792856,0.03940114210091123
9953,0.03911045361816793,0.03940114210091123
9954,0.0389064571040712,0.03940114210091123
9955,0.03891085938691645,0.03940114210091123
9956,0.03905003284894801,0.03940114210091123
9957,0.039144871144686504,0.03940114210091123
9958,0.039329715265777866,0.03940114210091123
9959,0.03934646244515398,0.03940114210091123
9960,0.039430487901131434,0.03940114210091123
9961,0.0393543472676792,0.03940114210091123
9962,0.03932805212011916,0.03940114210091123
9963,0.03942568523038192,0.03940114210091123
9964,0.03954564640180332,0.03940114210091123
9965,0.03976991121036078,0.03940114210091123
9967,0.039889746217734896,0.03940114210091123
10202,0.039331515361306774,0.03940114210091123
10204,0.03931620805492808,0.03940114210091123
10205,0.03933880693712642,0.03940114210091123
10206,0.03929219571764224,0.03940114210091123
10207,0.039244669868153254,0.03940114210091123
10208,0.039178606711793164,0.03940114210091123
10209,0.0390132410465302,0.03940114210091123
10210,0.039054085663151605,0.03940114210091123
10211,0.039130234731465735,0.03940114210091123
10212,0.03923901418938581,0.03940114210091123
10213,0.03936795045042855,0.03940114210091123
10214,0.03933873551472518,0.03940114210091123
10215,0.03935449002557522,0.03940114210091123
10216,0.03930059336201888,0.03940114210091123
10217,0.03934964928120601,0.03940114210091123
10218,0.03943466937730548,0.03940114210091123
10219,0.03952187239860439,0.03940114210091123
10221,0.03964458453464636,0.03940114210091123
10448,0.03929218260801429,0.03940114210091123
10450,0.0392950281711692,0.03940114210091123
10452,0.03933005963848606,0.03940114210091123
10454,0.03932311021562721,0.03940114210091123
10456,0.03933588510426159,0.03940114210091123
10458,0.03926834279300383,0.03940114210091123
10459,0.039270418991178495,0.03940114210091123
10460,0.0390887972523646,0.03940114210091123
10461,0.03914456993136074,0.03940114210091123
10462,0.039202977771942246,0.03940114210091123
10463,0.039318300187334246,0.03940114210091123
10464,0.03939664516292046,0.03940114210091123
10465,0.039409554543066376,0.03940114210091123
10466,0.03940369350267412,0.03940114210091123
10467,0.03933009789672041,0.03940114210091123
10468,0.03940642255111167,0.03940114210091123
10469,0.03948645507537797,0.03940114210091123
10471,0.039632294642856794,0.03940114210091123
10710,0.03929238780890936,0.03940114210091123
10713,0.03933249268693415,0.03940114210091123
10715,0.03925139815463296,0.03940114210091123
10717,0.03925181555866385,0.03940114210091123
10718,0.03909773582553534,0.03940114210091123
10719,0.03910117461243452,0.03940114210091123
10720,0.03924066564636789,0.03940114210091123
10721,0.03939003493439993,0.03940114210091123
10722,0.039452812541243124,0.03940114210091123
10723,0.039454112016951225,0.03940114210091123
