id,hcho,hcho_adm2
8149,9.533363441012498e-5,9.115975985428546e-5
8150,9.57888304240484e-5,9.115975985428546e-5
8152,9.405793230108155e-5,9.115975985428546e-5
8375,8.643932890366513e-5,9.115975985428546e-5
8377,8.713255523901651e-5,9.115975985428546e-5
8379,9.159288955276561e-5,9.115975985428546e-5
8380,8.937701028465673e-5,9.115975985428546e-5
8381,8.279508711772143e-5,9.115975985428546e-5
8382,8.1844375805785e-5,9.115975985428546e-5
8383,8.693374471502432e-5,9.115975985428546e-5
8384,8.224104860461335e-5,9.115975985428546e-5
8385,7.566011058491594e-5,9.115975985428546e-5
8386,7.515707060849107e-5,9.115975985428546e-5
8387,8.320915513850614e-5,9.115975985428546e-5
8388,9.064811569207189e-5,9.115975985428546e-5
8389,9.967651717915795e-5,9.115975985428546e-5
8390,9.680458438427309e-5,9.115975985428546e-5
8391,8.895310390175753e-5,9.115975985428546e-5
8392,8.778777722022049e-5,9.115975985428546e-5
8393,8.926105493477179e-5,9.115975985428546e-5
8394,8.878962842052136e-5,9.115975985428546e-5
8395,8.591858793242429e-5,9.115975985428546e-5
8396,8.298141582386793e-5,9.115975985428546e-5
8397,7.990286323133393e-5,9.115975985428546e-5
8398,8.320871160367417e-5,9.115975985428546e-5
8399,9.158744010214714e-5,9.115975985428546e-5
8400,9.48586287681551e-5,9.115975985428546e-5
8401,9.414707618610611e-5,9.115975985428546e-5
8402,9.382098562952993e-5,9.115975985428546e-5
8648,8.92056259837324e-5,9.115975985428546e-5
8650,9.461739725235973e-5,9.115975985428546e-5
8651,9.126002689362516e-5,9.115975985428546e-5
8652,8.403568582982905e-5,9.115975985428546e-5
8653,8.567772430866654e-5,9.115975985428546e-5
8654,9.01814560521354e-5,9.115975985428546e-5
8655,9.014018608647647e-5,9.115975985428546e-5
8656,8.518786239709205e-5,9.115975985428546e-5
8657,8.249109923724529e-5,9.115975985428546e-5
8658,8.442241092745798e-5,9.115975985428546e-5
8659,8.65413318067517e-5,9.115975985428546e-5
8660,9.55499634413943e-5,9.115975985428546e-5
8661,9.818022630678946e-5,9.115975985428546e-5
8662,9.241323975693591e-5,9.115975985428546e-5
8663,9.315013524613389e-5,9.115975985428546e-5
8664,9.631937904887232e-5,9.115975985428546e-5
8665,9.204360333816094e-5,9.115975985428546e-5
8666,8.888402974187229e-5,9.115975985428546e-5
8667,8.226480533739372e-5,9.115975985428546e-5
8668,8.053827164005577e-5,9.115975985428546e-5
8669,8.606892556414878e-5,9.115975985428546e-5
8670,9.156624356678893e-5,9.115975985428546e-5
8671,9.547100517614228e-5,9.115975985428546e-5
8672,9.746001256909386e-5,9.115975985428546e-5
8673,9.476315882742112e-5,9.115975985428546e-5
8903,9.140625821846852e-5,9.115975985428546e-5
8905,9.08607727010707e-5,9.115975985428546e-5
8906,8.473639636434304e-5,9.115975985428546e-5
8907,8.581943772905831e-5,9.115975985428546e-5
8908,9.000736633344904e-5,9.115975985428546e-5
8909,9.000101303115247e-5,9.115975985428546e-5
8910,9.103602444099547e-5,9.115975985428546e-5
8911,9.176740819485242e-5,9.115975985428546e-5
8912,9.02701214298112e-5,9.115975985428546e-5
8913,8.793717797812392e-5,9.115975985428546e-5
8914,8.706133309391741e-5,9.115975985428546e-5
8915,8.811890663665959e-5,9.115975985428546e-5
8916,9.168248027548756e-5,9.115975985428546e-5
8917,9.238095284286661e-5,9.115975985428546e-5
8918,9.223562678366181e-5,9.115975985428546e-5
8919,8.990923654238992e-5,9.115975985428546e-5
8920,9.075244954015117e-5,9.115975985428546e-5
8921,9.12543592004105e-5,9.115975985428546e-5
8922,8.776756159979942e-5,9.115975985428546e-5
8923,8.62448901893647e-5,9.115975985428546e-5
8924,8.82810818925162e-5,9.115975985428546e-5
8925,9.057627772786254e-5,9.115975985428546e-5
8926,9.186879979700878e-5,9.115975985428546e-5
8927,9.409333955848717e-5,9.115975985428546e-5
8929,9.73446881325713e-5,9.115975985428546e-5
9154,9.160256126952045e-5,9.115975985428546e-5
9156,8.850727674276243e-5,9.115975985428546e-5
9158,9.067351909290113e-5,9.115975985428546e-5
9159,8.799962343599126e-5,9.115975985428546e-5
9160,8.552444502528224e-5,9.115975985428546e-5
9161,8.636891179893899e-5,9.115975985428546e-5
9162,8.639369927599125e-5,9.115975985428546e-5
9163,8.987218091664624e-5,9.115975985428546e-5
9164,9.250764066378964e-5,9.115975985428546e-5
9165,8.736957656226951e-5,9.115975985428546e-5
9166,8.450249848446212e-5,9.115975985428546e-5
9167,8.576046515442799e-5,9.115975985428546e-5
9168,8.74527559568032e-5,9.115975985428546e-5
9169,9.19449540505665e-5,9.115975985428546e-5
9170,9.239095234973956e-5,9.115975985428546e-5
9171,9.34392928757212e-5,9.115975985428546e-5
9172,8.987084049345412e-5,9.115975985428546e-5
9173,9.339604847769575e-5,9.115975985428546e-5
9174,9.540068996496723e-5,9.115975985428546e-5
9175,9.646793519329895e-5,9.115975985428546e-5
9176,9.389485539563131e-5,9.115975985428546e-5
9177,9.602926435059457e-5,9.115975985428546e-5
9178,9.458351883367165e-5,9.115975985428546e-5
