id,o3,o3_adm2
8106,0.12095634079162973,0.12093549217933629
8108,0.12093036998132031,0.12093549217933629
8110,0.12095172030636818,0.12093549217933629
8354,0.12098335211292097,0.12093549217933629
8355,0.12094674221763808,0.12093549217933629
8356,0.12096317885927536,0.12093549217933629
8623,0.12096876316176858,0.12093549217933629
8624,0.12095295251768597,0.12093549217933629
8625,0.12095751798121396,0.12093549217933629
8876,0.12092039799907285,0.12093549217933629
8878,0.12090263158453989,0.12093549217933629
8880,0.12092956950636169,0.12093549217933629
9129,0.12087760432574035,0.12093549217933629
9131,0.12092048244303338,0.12093549217933629
9394,0.12087075890147514,0.12093549217933629
10675,0.12059112038417044,0.11851121044821106
10930,0.12051838822071125,0.11851121044821106
10932,0.12049885224265591,0.11851121044821106
10934,0.12054046840532608,0.11851121044821106
10936,0.12057275206242235,0.11851121044821106
10939,0.12064430251423108,0.11851121044821106
11182,0.12055445329684297,0.11851121044821106
11184,0.12055485295662767,0.11851121044821106
11185,0.12057070987354022,0.11851121044821106
11186,0.1205904033009385,0.11851121044821106
11187,0.12065956704913516,0.11851121044821106
11428,0.12056756944424243,0.11851121044821106
11429,0.12056989062469266,0.11851121044821106
11430,0.1206064110778595,0.11851121044821106
11431,0.12068745933561086,0.11851121044821106
9676,0.11839318903462248,0.11851121044821106
9678,0.1184008681965725,0.11851121044821106
9680,0.118374976267758,0.11851121044821106
9681,0.11835999303175264,0.11851121044821106
9682,0.11837470572398907,0.11851121044821106
9683,0.11837369426167345,0.11851121044821106
9684,0.11838429609426346,0.11851121044821106
9685,0.11842193535230101,0.11851121044821106
9686,0.11844852544819603,0.11851121044821106
9687,0.11846289454787687,0.11851121044821106
9688,0.11847672141860004,0.11851121044821106
9689,0.11848099813733701,0.11851121044821106
9690,0.11849192426297077,0.11851121044821106
9691,0.11852091895092537,0.11851121044821106
9692,0.11854719822114652,0.11851121044821106
9693,0.11854013069657562,0.11851121044821106
9694,0.11855064361487097,0.11851121044821106
9695,0.11855107952020995,0.11851121044821106
9696,0.11854602362945119,0.11851121044821106
9697,0.11857514832556049,0.11851121044821106
9698,0.11857337598428315,0.11851121044821106
9700,0.11861894753529961,0.11851121044821106
9702,0.11864348233940153,0.11851121044821106
9704,0.11864731585863122,0.11851121044821106
9945,0.11839831385477226,0.11851121044821106
9947,0.11840393479265832,0.11851121044821106
9949,0.11836679514967055,0.11851121044821106
9950,0.11836855136518423,0.11851121044821106
9951,0.11836414732055091,0.11851121044821106
9952,0.11836124769308258,0.11851121044821106
9953,0.11837971526442137,0.11851121044821106
9954,0.11842357827442482,0.11851121044821106
9955,0.11846668849401229,0.11851121044821106
9956,0.11848877631616118,0.11851121044821106
9957,0.11849613863292677,0.11851121044821106
9958,0.11853942880334241,0.11851121044821106
9959,0.11858112273732511,0.11851121044821106
9960,0.11856953443162982,0.11851121044821106
9961,0.11856878108233199,0.11851121044821106
9962,0.11856512117534646,0.11851121044821106
9963,0.11855147111974434,0.11851121044821106
9964,0.11852793503979973,0.11851121044821106
9965,0.11854751940984183,0.11851121044821106
9967,0.11854429709358039,0.11851121044821106
10202,0.11839068316606376,0.11851121044821106
10204,0.11837392167071244,0.11851121044821106
10205,0.11837385603548148,0.11851121044821106
10206,0.11837419500219318,0.11851121044821106
10207,0.1183828218629602,0.11851121044821106
10208,0.1183952774532162,0.11851121044821106
10209,0.1184185123604837,0.11851121044821106
10210,0.11848508527826267,0.11851121044821106
10211,0.11851391755082773,0.11851121044821106
10212,0.11850441522632757,0.11851121044821106
10213,0.1185162502135346,0.11851121044821106
10214,0.11858564909902568,0.11851121044821106
10215,0.11860426846859126,0.11851121044821106
10216,0.11859485324676448,0.11851121044821106
10217,0.11858789709004859,0.11851121044821106
10218,0.11857062651223241,0.11851121044821106
10219,0.11854765023195087,0.11851121044821106
10221,0.11852989448958802,0.11851121044821106
10448,0.11839648365811921,0.11851121044821106
10450,0.1183902746453122,0.11851121044821106
10452,0.11834616515388213,0.11851121044821106
10454,0.118339799571966,0.11851121044821106
10456,0.11833936439427922,0.11851121044821106
10458,0.11838398366597222,0.11851121044821106
10459,0.11840269603365425,0.11851121044821106
10460,0.11845013887729153,0.11851121044821106
10461,0.1184919502980918,0.11851121044821106
10462,0.11850113980596483,0.11851121044821106
10463,0.11849200564542677,0.11851121044821106
10464,0.11849178295682576,0.11851121044821106
10465,0.11857297505910322,0.11851121044821106
10466,0.11861695308597733,0.11851121044821106
10467,0.11860074336987109,0.11851121044821106
10468,0.11856148048434598,0.11851121044821106
10469,0.11857182467322597,0.11851121044821106
10471,0.11858269995395655,0.11851121044821106
10710,0.11837474305924053,0.11851121044821106
10713,0.11835918482022813,0.11851121044821106
10715,0.11838877577601375,0.11851121044821106
10717,0.11840698569062691,0.11851121044821106
10718,0.1184393043820792,0.11851121044821106
10719,0.11849328339498474,0.11851121044821106
10720,0.11849355330794968,0.11851121044821106
10721,0.11850704418936181,0.11851121044821106
10722,0.11849898150928166,0.11851121044821106
10723,0.11855404274710717,0.11851121044821106
10724,0.11858995236226562,0.11851121044821106
10726,0.11858317903121461,0.11851121044821106
10728,0.11854369620921154,0.11851121044821106
10730,0.11854970211595021,0.11851121044821106
10732,0.11859342891470293,0.11851121044821106
10973,0.11843024064871788,0.11851121044821106
10975,0.11843402437316727,0.11851121044821106
10977,0.11847007910724738,0.11851121044821106
10978,0.11852658802329037,0.11851121044821106
10979,0.11852215489977544,0.11851121044821106
10980,0.11853659174872722,0.11851121044821106
10981,0.11853281777583931,0.11851121044821106
10982,0.11856743906126277,0.11851121044821106
10983,0.11858967810769594,0.11851121044821106
11223,0.1184925392135732,0.11851121044821106
11225,0.11848910987651884,0.11851121044821106
11226,0.11851274872851036,0.11851121044821106
11227,0.1185095711427697,0.11851121044821106
11228,0.11848168115561093,0.11851121044821106
11229,0.11851681695320927,0.11851121044821106
11230,0.11859734119053408,0.11851121044821106
11231,0.11860443745973062,0.11851121044821106
11468,0.1184881309410955,0.11851121044821106
11470,0.11848480090177281,0.11851121044821106
11472,0.11851148626836801,0.11851121044821106
11473,0.11851646456472797,0.11851121044821106
11474,0.11846736827711846,0.11851121044821106
11475,0.11848624466415959,0.11851121044821106
11476,0.11857417454246658,0.11851121044821106
11477,0.11858094835104506,0.11851121044821106
11689,0.11855198884865463,0.11851121044821106
11691,0.11857187077705485,0.11851121044821106
11693,0.11853688673497434,0.11851121044821106
11694,0.1184725325063049,0.11851121044821106
11695,0.1184881904861502,0.11851121044821106
11696,0.11856517882741666,0.11851121044821106
11697,0.1185676250995075,0.11851121044821106
11885,0.11860720595616059,0.11851121044821106
11887,0.11854748878723857,0.11851121044821106
11888,0.11849555982159232,0.11851121044821106
11889,0.11854124152060533,0.11851121044821106
11890,0.11861346846475693,0.11851121044821106
11891,0.11862474641038082,0.11851121044821106
11893,0.11859219438683102,0.11851121044821106
12049,0.11859818143388393,0.11851121044821106
12051,0.11854832126731532,0.11851121044821106
12052,0.11852067117389593,0.11851121044821106
12053,0.1185883718963745,0.11851121044821106
12054,0.11862472431752888,0.11851121044821106
12056,0.11861009404693747,0.11851121044821106
12058,0.1186088402781576,0.11851121044821106
12197,0.11858267103805165,0.11851121044821106
12200,0.11854817522910971,0.11851121044821106
12202,0.11851750418587553,0.11851121044821106
12203,0.11856045812396249,0.11851121044821106
12204,0.11860009251808128,0.11851121044821106
12351,0.11854356623520243,0.11851121044821106
12353,0.11854399242573521,0.11851121044821106
12354,0.11856321907451059,0.11851121044821106
12355,0.11857952846405759,0.11851121044821106
12483,0.11854301660277174,0.11851121044821106
12485,0.1185617180371864,0.11851121044821106
12487,0.11859268168464679,0.11851121044821106
12489,0.11859095436438881,0.11851121044821106
5001,0.11836575907265662,0.11851121044821106
5002,0.11839225372629844,0.11851121044821106
5004,0.11840790908975651,0.11851121044821106
5226,0.11833455469243767,0.11851121044821106
5227,0.1183745527355154,0.11851121044821106
5228,0.11842294083402301,0.11851121044821106
