id,distance1,distance2,distance3,distance4,distance5,distance6,distance7,distance8,distance9,distance10
3507,1093404.6215484058,1093404.5650460145,1093404.426461232,1093401.7548659125,1093401.733729178,1093403.9761165369,1093404.7396884093,1093399.9603120002,1093404.6067290043,1093401.2726149878
3508,1090583.8993829007,1090583.8429857944,1090583.7041759866,1090581.033483921,1090581.0133138997,1090583.25454339,1090584.0178378178,1090579.239231191,1090583.8852896227,1090580.5526405075
3509,1087764.1365493773,1087764.0802581524,1087763.9412222744,1087761.2714405018,1087761.2522422248,1087763.4923058653,1087764.2553207371,1087759.4774920987,1087764.1231860004,1087760.7920123222
3510,1084945.3405277212,1084945.2843429775,1084945.1450799785,1084942.4762156089,1084942.457994143,1084944.6968838791,1084945.459617062,1084940.6825747127,1084945.3278980507,1084941.9982104455
3511,1082127.5188731747,1082127.4627955174,1082127.32330434,1082124.655364555,1082124.6381250047,1082126.8758327058,1082127.6382820457,1082122.8620343828,1082127.5069810436,1082124.1787902508
3512,1079310.6792172552,1079310.623247295,1079310.4835268746,1079307.8165189286,1079307.8002664358,1079310.0367838948,1079310.7989472162,1079306.0235027338,1079310.668066525,1079307.3413833869
3513,1076494.829268684,1076494.7734070353,1076494.633456301,1076491.9673875216,1076491.9521272662,1076494.1874461991,1076494.9493213044,1076490.1746885958,1076494.818863244,1076491.4936987075
3514,1073679.9768143266,1073679.9210616096,1073679.7808794836,1073677.1157572733,1073677.101494473,1073679.3356065173,1073680.0971911876,1073675.3233789457,1073679.9671580952,1073676.643523214
3515,1070866.1297201498,1070866.0740769894,1070865.9336623868,1070863.2694942232,1070863.256234134,1070865.489130849,1070866.2504228426,1070861.4774398617,1070866.1208170743,1070862.7987230085
3516,1068053.2959321893,1068053.2403992154,1068053.099751045,1068050.4365444814,1068050.4242923986,1068052.655965263,1068053.4169623156,1068048.6448174932,1068053.2877862456,1068049.9672442647
3517,1065241.4834775317,1065241.4280553795,1065241.2871725427,1065238.62493521,1065238.6136964678,1065240.8441368798,1065241.6048367047,1065236.8335390415,1065241.4760927255,1065238.1571142082
3518,1062430.7004653118,1062430.645154621,1062430.5040360126,1062427.8427756198,1062427.8325555918,1062430.061754868,1062430.8221551545,1062426.0517137574,1062430.693845678,1062427.3764421146
3519,1059620.9550877204,1059620.899889137,1059620.7585336443,1059618.0982579796,1059618.0890620793,1059620.3170114532,1059621.0771098686,1059616.3075339505,1059620.9492373243,1059617.6334203177
3520,1056812.2556210316,1056812.200535206,1056812.0589417098,1056809.399658641,1056809.3914923223,1056811.618182944,1056812.3779771307,1056807.6092760137,1056812.250543969,1056808.936325235
3521,1054004.61042664,1054004.5554542276,1054004.4136216014,1054001.7553390777,1054001.748207835,1054003.9736307696,1054004.7331183471,1053999.9653014622,1054004.606127036,1054001.2935184068
3522,1051198.0279521137,1051197.9730937767,1051197.8310208863,1051195.173746939,1051195.1676563076,1051197.3918025352,1051198.1509810975,1051193.3840579875,1051198.0244341255,1051194.713447549
3523,1048392.5167322651,1048392.4619886697,1048392.3196743745,1048389.6634171177,1048389.6583726743,1048391.8812330876,1048392.640100205,1048387.8740805254,1048392.5140000803,1048389.2046476225
3524,1045588.0853902327,1045588.0307620512,1045587.8882052029,1045585.2329728348,1045585.2289801978,1045587.4505456024,1045588.2090988201,1045583.4439923405,1045588.0834480701,1045584.7757419168
3525,1042784.7426385815,1042784.6881264915,1042784.5453259344,1042781.8911267386,1042781.8881915683,1042784.1084526809,1042784.866689519,1042780.1025061245,1042784.7414906917,1042781.4354431492
3526,1039982.497280417,1039982.4428851019,1039982.2998396731,1039979.6466820191,1039979.6448100187,1039981.863757466,1039982.6216754192,1039977.8584251127,1039982.4969310822,1039979.1925545792
3527,1037181.358210517,1037181.3039326655,1037181.1606411947,1037178.5085335394,1037178.5077304546,1037180.7253547726,1037181.4829513098,1037176.7206442129,1037181.3586640519,1037178.0559711407
3528,1034381.3344164776,1034381.2802567843,1034381.1367180938,1034378.4856689824,1034378.4859406021,1034380.7022322353,1034381.4595047989,1034376.698151154,1034381.3356772291,1034378.0346805875
3529,1031582.4349798773,1031582.3809390428,1031582.237151947,1031579.5871700144,1031579.5885221715,1031581.8034714708,1031582.5604174772,1031577.8000276488,1031582.4370522253,1031579.1377646577
3530,1028784.669077457,1028784.6151561872,1028784.4711194934,1028781.8222134649,1028781.824652036,1028784.0382492588,1028784.7948660974,1028780.0354505737,1028784.6719658145,1028781.3744002535
3531,1025988.0459823168,1025987.9921813238,1025987.8478938314,1025985.2000725241,1025985.2036034304,1025987.4158387384,1025988.1721237716,1025983.4136931667,1025988.0496911299,1025984.7538606384
3532,1023192.5750651305,1023192.5213851322,1023192.3768456329,1023189.7301179568,1023189.7347471643,1023191.9456106231,1023192.7015611859,1023187.944126241,1023192.5795988791,1023189.285516651
3533,1023192.5750651305,1023192.5213851322,1023192.3768456329,1023189.7301179568,1023189.7347471643,1023191.9456106231,1023192.7015611859,1023187.944126241,1023192.5795988791,1023189.285516651
3534,1020398.265795377,1020398.2122370972,1020398.0674443753,1020395.4218193344,1020395.4275528544,1020397.637034432,1020398.3926478315,1020393.6362194169,1020398.271158575,1020394.9788379373
3535,1020398.265795377,1020398.2122370972,1020398.0674443753,1020395.4218193344,1020395.4275528544,1020397.637034432,1020398.3926478315,1020393.6362194169,1020398.271158575,1020394.9788379373
3536,1017605.1277425899,1017605.0743067589,1017604.9292595903,1017602.284746284,1017602.2915901736,1017604.4996797392,1017605.2549532545,1017600.4995423714,1017605.1339397854,1017601.8433942003
3537,1014813.1705776255,1014813.117264979,1014812.9719621324,1014810.3285697566,1014810.3365301186,1014812.5432174419,1014813.2981483234,1014808.5437661054,1014813.1776134012,1014809.8888564669
3538,1012022.4040739477,1012022.3508852283,1012022.205325464,1012019.5630633122,1012019.5721462963,1012021.7774210456,1012022.5320065152,1012017.7786642306,1012022.4119529214,1012019.124998374
3539,1009232.8381089335,1009232.7850448895,1009232.6392269603,1009229.9981044248,1009230.0083162275,1009232.212167969,1009232.966405219,1009228.2141142724,1009232.846835758,1009229.5616974736
3540,1006444.4826651954,1006444.4297265817,1006444.283649232,1006441.6436758057,1006441.6550226707,1006443.8574408671,1006444.6113270605,1006439.8600989945,1006444.4922445592,1006441.2089365552
3541,1003657.3478319246,1003657.2950195023,1003657.1486814687,1003654.5098667456,1003654.5223549649,1003656.7233289739,1003657.4768612437,1003652.7267077412,1003657.358268552,1003654.0768049889
3542,1000871.4438062527,1000871.3911207895,1000871.2445208003,1000868.6068744775,1000868.6205103907,1000870.8200294643,1000871.5732049132,1000866.8241377989,1000871.4551049044,1000868.1755000878
3543,998086.7808946337,998086.7283369037,998086.5814736794,998083.9450055577,998083.9597955538,998086.1578488364,998086.9106645363,998082.1626957791,998086.7930601068,998083.5153284892
3544,995303.3695142465,995303.3170850303,995303.1699572827,995300.5346772688,995300.5506277853,995302.7472043129,995303.4996573045,995298.7527990195,995303.3825513748,995300.1067075572
3545,992521.2201944162,992521.167894501,992521.0205009342,992518.3864190412,992518.4035365655,992520.598625264,992521.3507125567,992516.6049770067,992521.2341080712,992517.9601668046
3546,989740.3435780582,989740.2914082382,989740.1437475474,989737.510873897,989737.5291649663,989739.7227546505,989740.4744732217,989735.72987282,989740.3583731486,989737.0863493369
3547,986960.7504231426,986960.6983842185,986960.5504550907,986957.9187999138,986957.9382711162,986960.1303504881,986960.8816972829,986956.1382445947,986960.7661046151,986957.496013316
3548,984182.4516041792,984182.3996969587,984182.2514980728,984179.6210717113,984179.6417296857,984181.8322873332,984182.583259264,984177.8409670092,984182.4681770188,984179.2000334464
3549,981405.4581137261,981405.4063390237,981405.2578690496,981402.6286819581,981402.6505333948,981404.8395577904,981405.5901517364,981400.8490327913,981405.4755829562,981402.2094024828
3550,978629.7810639184,978629.7294225555,978629.580680155,978626.9527429015,978626.9757945428,978629.1632740424,978629.9134868492,978625.1735542489,978629.7994346016,978626.5352327591
3551,975855.4316880205,975855.380180826,975855.2311646517,975852.6044879203,975852.6287465607,975854.8146694017,975855.564497881,975850.8257648214,975855.4509652588,975852.1887577415
3552,973082.4213420016,973082.369969811,973082.2206785076,973079.5952730986,973079.6207455855,973081.8050998859,973082.5545408148,973077.8170206551,973082.4415309366,973079.1813336028
3553,970310.7615061335,970310.7102697899,970310.5607019928,970307.9365788251,970307.9632720596,970310.1460458158,970310.8950959368,970306.1588022017,970310.7826119467,970307.5244408211
3554,967540.4637866123,967540.4126869659,967540.262841302,967537.6400114144,967537.6679323511,967539.849113437,967540.5977694569,967535.8627158394,967540.4858145257,967537.2296858011
3555,967540.4637866123,967540.4126869659,967540.262841302,967537.6400114144,967537.6679323511,967539.849113437,967540.5977694569,967535.8627158394,967540.4858145257,967537.2296858011
3556,964771.5399172038,964771.4889551122,964771.3388301996,964768.7173047524,964768.7464604005,964770.9260365657,964771.6742951557,964766.9404955186,964771.5628724805,964768.30880252
3557,962004.001760914,962003.9509372424,962003.8005316901,962001.1803219668,962001.2107193902,962003.3886782584,962004.1365360536,961999.4040044327,962004.0256488579,962000.7736541976
3558,959237.8613116835,959237.8106273044,959237.6599397126,959235.0410571214,959235.0727034394,959237.2490325073,959237.9964861056,959233.2652367116,959237.8861376403,959234.6362349906
3559,956473.1306961073,956473.0801519006,956472.9291808606,956470.3116369359,956470.3445393237,956472.519225959,956473.2662719215,956468.5363191429,956473.1564654643,956469.9086717127
3560,953709.8221751796,953709.7717720335,953709.6205161273,953707.0043225316,953707.0384882208,953709.2115196604,953709.9581545104,953705.229512916,953709.8488933668,953706.6032255804
3561,950947.9481460658,950947.8978848758,950947.7463426767,950945.131511202,950945.166947481,950947.3383108301,950948.0845310526,950943.3572153936,950947.9758185558,950944.7322939829
3562,948187.5211438994,948187.471025569,948187.3191956406,948184.7057382107,948184.7424524255,948186.9121346553,948187.6579366967,948182.9319619098,948187.5497762078,948184.3084122805
3563,945428.5538436063,945428.5038690468,945428.3517499439,945425.7396786156,945425.77767817,945427.945666116,945428.6910463835,945423.9664275936,945428.5834412923,945425.344255629
3564,942671.059061756,942671.0092318868,942670.856822155,942668.2461491197,942668.2854414763,942670.451721837,942671.1966766982,942666.4734292207,942671.0896304228,942667.8526408306
3565,939915.049758441,939915.0000741899,939914.8473723647,939912.238109951,939912.2787026311,939914.4432619665,939915.1877877482,939910.4659270922,939915.081303736,939911.8465282128
3566,937160.5390391834,937160.4895014856,937160.3365060942,937157.7286667689,937157.7705673536,937159.9333920825,937160.6774850714,937155.957026942,937160.5715667986,937157.339023536
3567,934407.54015687,934407.4907666699,934407.3374762293,934404.7310725997,934404.7742887301,934406.935365129,934407.6790215704,934402.9599818719,934407.5736725428,934404.3433799281
3568,931656.0665137176,931656.0172719673,931655.8636849852,931653.2587298009,931653.3032691788,931655.4625833803,931656.2057994773,931651.4881943159,931656.1010232309,931652.87299985
3569,928906.1316632659,928906.082570926,928905.9286859008,928903.3251920553,928903.371062444,928905.5286004344,928906.271372348,928901.5552180348,928906.1671724484,928902.9414370883
3570,926157.7493124013,926157.7003704413,926157.5461858613,926154.9441663945,926154.9913756188,926157.1471232366,926157.8894470845,926153.1747601385,926157.7858271281,926154.5623987794
3571,923410.9333234109,923410.8845328087,923410.7300471528,923408.1295152524,923408.1780711998,923410.3320141336,923411.0738859903,923406.3606831413,923410.9708496042,923407.7497474637
3572,923410.9333234109,923410.8845328087,923410.7300471528,923408.1295152524,923408.1780711998,923410.3320141336,923411.0738859903,923406.3606831413,923410.9708496042,923407.7497474637
3573,920665.6977160671,920665.6490778095,920665.494289547,920662.8952585508,920662.9451691713,920665.0972929583,920665.8387088543,920661.1270070458,920665.7362596962,920662.51750317
3574,917922.056669744,917922.0081848262,917921.8530924164,917919.2555758144,917919.3068491219,917921.4571391457,917922.1980950662,917917.4879114591,917922.0962368258,917918.8798455312
3575,915180.0245255644,915179.9761949909,915179.8207968834,915177.2248083195,915177.277452392,915179.4258938803,915180.1663857659,915175.457737741,915180.0651221641,915176.851115933
3576,912439.6157885806,912439.5676133649,912439.4119079994,912436.8174612735,912436.8714842537,912439.0180622771,912439.7580860218,912435.0509911835,912439.6574208118,912436.4458196936
3577,909700.8451299871,909700.7971111514,909700.6410969577,909698.0482060283,909698.1036161241,909700.2483155935,909700.9878670453,909696.2823432245,909700.8878040125,909697.6786282763
3578,906963.7273893662,906963.6795279424,906963.5232033401,906960.931882326,906960.9886878115,906963.1314934761,906963.8705684356,906959.1666336934,906963.7711113981,906960.5643815362
3579,904228.2775769694,904228.2298739982,904228.0732373971,904225.4835005798,904225.5417097952,904227.6826062407,904228.4212004609,904223.7188730915,904228.3223532697,904225.1180900001
3580,901494.5108760301,901494.4633325621,901494.3063823618,901491.7182441874,901491.7778655402,901493.9168371867,901494.6549463718,901489.9542449065,901494.5567129113,901491.3549371811
3581,898762.4426451145,898762.3952622096,898762.2379967996,898759.6514718812,898759.7125138468,898761.8495449461,898762.5871647517,898757.8881079619,898762.48954894,898759.2902819279
3582,896032.0884205056,896032.0411992332,896031.8836169926,896029.2987201129,896029.3611912349,896031.4962658692,896032.233391901,896027.5359988016,896032.13639769,896028.9396608096
3583,893303.4639186242,893303.4168600634,893303.2589593614,893300.6757054745,893300.7396143656,893302.8727164445,893303.6093442576,893298.9136341114,893303.5129756338,893300.3187905368
3584,890576.5850384866,890576.5381437264,890576.3799229214,890573.7983271556,890573.863682498,890575.9947957571,890576.7309208555,890572.0369131762,890576.6351818403,890573.4435704192
3585,887851.467864199,887851.4211343384,887851.2625917788,887848.6826694385,887848.7494799846,887850.8785879825,887851.6142058187,887846.9219203745,887851.5191004679,887848.3300848601
3586,885128.12866749,885128.0821036379,885127.9232376617,885125.34500423,885125.4132788035,885127.5403649196,885128.2754708936,885123.5849277115,885128.1810032988,885124.9946058888
3587,882406.5839102815,882406.5375135569,882406.3783224914,882403.801793633,882403.8715411286,882405.9965885615,882406.7311780198,882402.0423973891,882406.6373523085,882403.4535957318
3588,879686.8502472984,879686.8040188305,879686.6445009926,879684.0696925558,879684.1409219406,879686.2639137049,879686.9979819402,879682.3109844165,879686.9048022759,879683.7237094219
3589,879686.8502472984,879686.8040188305,879686.6445009926,879684.0696925558,879684.1409219406,879686.2639137049,879686.9979819402,879682.3109844165,879686.9048022759,879683.7237094219
3590,879686.8502472984,879686.8040188305,879686.6445009926,879684.0696925558,879684.1409219406,879686.2639137049,879686.9979819402,879682.3109844165,879686.9048022759,879683.7237094219
3591,876968.9445287174,876968.898469646,876968.7386233421,876966.1655513612,876966.2382716752,876968.3591905995,876969.09273285,876964.4075392591,876969.0002034329,876965.8217974488
3592,876968.9445287174,876968.898469646,876968.7386233421,876966.1655513612,876966.2382716752,876968.3591905995,876969.09273285,876964.4075392591,876969.0002034329,876965.8217974488
3593,876968.9445287174,876968.898469646,876968.7386233421,876966.1655513612,876966.2382716752,876968.3591905995,876969.09273285,876964.4075392591,876969.0002034329,876965.8217974488
3594,874252.8838028575,874252.8379143325,874252.6777378584,874250.1064185564,874250.1806389133,874252.2994676379,874253.0324790862,874248.349110528,874252.940604153,874249.7649084468
3595,871538.6853189092,871538.6396020914,871538.4790937322,871535.9095435238,871535.9852731111,871538.1019940851,871538.8344698577,871534.1529477107,871538.7432536826,871535.5702919272
3596,868826.366529707,868826.3209857676,868826.1601437976,868823.5923792915,868823.6696273718,868825.7842228512,868826.5161580177,868821.8365039426,868826.4256049125,868823.255401048
3597,866115.9450945426,866115.899724664,866115.7385473467,866113.1725853482,866113.2513612597,866115.3638133042,866116.0952028764,866111.417438821,866116.005317191,866112.8378954296
3598,863407.4388820222,863407.3936873972,863407.2321729856,863404.6680304996,863404.7483436563,863406.8586341275,863407.5894730588,863402.9136212615,863407.5002591816,863404.3356440102
3599,860700.8659729655,860700.8209547985,860700.6591015344,860698.096795768,860698.1786556613,860700.2867662194,860701.0170494037,860696.3431323986,860700.9285117616,860697.7667279466
3600,857996.2446633509,857996.1998228572,857996.0376289717,857993.4771773369,857993.5605935353,857995.6665056371,857996.3962279084,857991.7242685291,857996.3083709676,857993.1494435575
3601,855293.5934673033,855293.5488057092,855293.3862694226,855290.8276895394,855290.9126716901,855293.0163665855,855293.7455227169,855289.0755441014,855293.6583509833,855290.502305313
3602,852592.9311201288,852592.8866386726,852592.7237581938,852590.1670678927,852590.2536257218,852592.3550844521,852593.0836691546,852588.4156947499,852592.997187174,852589.844048869
3603,852592.9311201288,852592.8866386726,852592.7237581938,852590.1670678927,852590.2536257218,852592.3550844521,852593.0836691546,852588.4156947499,852592.997187174,852589.844048869
3604,849894.276581395,849894.2322813259,849894.0690548533,849891.5142721789,849891.602415492,849893.7016188862,849894.4296268084,849889.763680375,849894.3438391673,849891.1936341467
3605,847197.6490380581,847197.6049206372,847197.4413463579,847194.8884895714,847194.9782282545,847197.0751569273,847197.8025826543,847193.1386882708,847197.7174939794,847194.5702484611
3606,844503.067907638,844503.0239741384,844502.8600502285,844500.3091378104,844500.4004818307,844502.4951161792,844503.2219542315,844498.5601362999,844503.1375691913,844499.9933096949
3607,841810.5528414411,841810.5090931475,841810.3448177718,841807.7958684259,841807.8888278326,841809.9811480334,841810.7073928664,841806.0476761162,841810.6237161708,841807.482469522
3608,841810.5528414411,841810.5090931475,841810.3448177718,841807.7958684259,841807.8888278326,841809.9811480334,841810.7073928664,841806.0476761162,841810.6237161708,841807.482469522
3609,841810.5528414411,841810.5090931475,841810.3448177718,841807.7958684259,841807.8888278326,841809.9811480334,841810.7073928664,841806.0476761162,841810.6237161708,841807.482469522
3610,839120.1237278323,839120.0801660417,839119.9155373538,839117.3685700096,839117.4631549343,839119.553140941,839120.2787869436,839115.6211964377,839120.1958233448,839117.05761668
3611,836431.8006955575,836431.7573215787,836431.5923377211,836429.0473715372,836429.1435921949,836431.2312237344,836431.956265229,836427.300826368,836431.8740195214,836428.7388802913
3612,836431.8006955575,836431.7573215787,836431.5923377211,836429.0473715372,836429.1435921949,836431.2312237344,836431.956265229,836427.300826368,836431.8740195214,836428.7388802913
3613,833745.6041171148,833745.5609322692,833745.3955913733,833742.8526457407,833742.9505124302,833745.0357690008,833745.7602002411,833741.1069387689,833745.6786772622,833742.5466332366
3614,833745.6041171148,833745.5609322692,833745.3955913733,833742.8526457407,833742.9505124302,833745.0357690008,833745.7602002411,833741.1069387689,833745.6786772622,833742.5466332366
3615,831061.5546121795,831061.5116178009,831061.3459179869,831058.8050125318,831058.9045356367,831060.9873965041,831061.7112116753,831057.0601536839,831061.6304163059,831058.5014955774
3616,831061.5546121795,831061.5116178009,831061.3459179869,831058.8050125318,831058.9045356367,831060.9873965041,831061.7112116753,831057.0601536839,831061.6304163059,831058.5014955774
3617,828379.673051079,828379.6302485138,828379.4641878901,828376.925342478,828377.0265324677,828379.1069766622,828379.8301698792,828375.1813418143,828379.7501070439,828376.624338033
3618,825699.9805583216,825699.9379489284,825699.7715255925,825697.2347603311,825697.3376277608,825699.4156340747,825700.1381993816,825695.4916280479,825700.0588740493,825696.9362855082
3619,825699.9805583216,825699.9379489284,825699.7715255925,825697.2347603311,825697.3376277608,825699.4156340747,825700.1381993816,825695.4916280479,825700.0588740493,825696.9362855082
3620,823022.4985161783,823022.4561013291,823022.2893133671,823019.7546486094,823019.8592041219,823021.9347511051,823022.6566824743,823018.012395041,823022.5780996586,823019.4587206761
3621,823022.4985161783,823022.4561013291,823022.2893133671,823019.7546486094,823019.8592041219,823021.9347511051,823022.6566824743,823018.012395041,823022.5780996586,823019.4587206761
3622,820347.2485683198,820347.2063493994,820347.0391948859,820344.5066512345,820344.6129055597,820346.685971518,820347.4072628487,820342.7652868547,820347.329427608,820344.2132876142
3623,817674.2526235082,817674.2106019147,817674.0430789128,817671.5126772225,817671.6206411793,817673.69120417,817674.4118492873,817669.7722126481,817674.3347667264,817671.2218954967
3624,815003.5328593445,815003.4910364889,815003.3231430507,815000.7949044327,815000.904588929,815002.9726267582,815003.6926194127,814999.0553504241,815003.6162946816,815000.5067223422
3625,812335.1117260738,812335.0701033806,812334.9018375461,812332.3757833719,812332.4871994057,812334.5526896245,812335.2720234903,812330.6371508363,812335.196461786,812332.0902188185
3626,809669.0119504468,809668.9705293542,809668.8018891525,809666.2780410565,809666.3911997166,809668.4541196183,809669.1727882925,809664.54034105,809669.097994859,809665.9951121046
3627,807005.2565396416,807005.2153216014,807005.0463050499,807002.5246849338,807002.6395974009,807004.6999240168,807005.4179210187,807000.7879286634,807005.343901147,807002.2444098124
3628,804343.8687852434,804343.8277717212,804343.6583768257,804341.1390068628,804341.2556844095,804343.3133945059,804344.0307132751,804339.4032056888,804343.9574723046,804340.8614039663
3629,804343.8687852434,804343.8277717212,804343.6583768257,804341.1390068628,804341.2556844095,804343.3133945059,804344.0307132751,804339.4032056888,804343.9574723046,804340.8614039663
3630,801684.8722672848,801684.8314597603,801684.6616845153,801682.1445871532,801682.2630411456,801684.3181112204,801685.0347451161,801680.409752592,801684.9622884344,801681.8696750443
3631,801684.8722672848,801684.8314597603,801684.6616845153,801682.1445871532,801682.2630411456,801684.3181112204,801685.0347451161,801680.409752592,801684.9622884344,801681.8696750443
3632,799028.2908583479,799028.2502583149,799028.0801007032,799025.5652986688,799025.6855405667,799027.7379468452,799028.4538891453,799023.8314423943,799028.382222189,799025.2930960788
3633,799028.2908583479,799028.2502583149,799028.0801007032,799025.5652986688,799025.6855405667,799027.7379468452,799028.4538891453,799023.8314423943,799028.382222189,799025.2930960788
3634,796374.1487277276,796374.1083366938,796373.9377946869,796371.4253109897,796371.5473523476,796373.5970707795,796374.312314679,796369.6924448366,796374.241442934,796371.1558368213
3635,796374.1487277276,796374.1083366938,796373.9377946869,796371.4253109897,796371.5473523476,796373.5970707795,796374.312314679,796369.6924448366,796374.241442934,796371.1558368213
3636,793722.4703456573,793722.4301651454,793722.2592367029,793719.7490946394,793719.8729471075,793721.9199533628,793722.634491973,793718.0172306055,793722.5644209748,793719.4823679677
3637,791073.2804875998,791073.240519147,791073.069202217,791070.5614253746,791070.6871006994,791072.7313701644,791073.4451965115,791068.830575623,791073.3759318464,791070.2974654494
3638,788426.6042386016,788426.5644837598,788426.3927762792,788423.8873885401,788424.014898565,788426.0564063395,788426.7695133633,788422.1575654021,788426.7010606683,788423.6262147874
3639,1319593.588505193,1319593.5254691362,1319593.4013067116,1319590.6775203657,1319590.595513689,1319592.9068919143,1319593.6865955666,1319588.8671597997,1319593.5279629135,1319590.1074415776
3640,1316717.4389343418,1316717.3759688386,1316717.251645704,1316714.5283810222,1316714.4470411846,1316716.757705488,1316717.5372467241,1316712.7181598435,1316717.3788929835,1316713.959255872
3641,1313841.843283891,1313841.7803892766,1313841.6559047806,1313838.933165195,1313838.8524951502,1313841.1624414318,1313841.9418192122,1313837.123084777,1313841.7837456719,1313838.3649980975
3642,1310966.8051989006,1310966.7423755126,1310966.6177290007,1310963.8955179725,1310963.8155206926,1310966.1247448206,1310966.9039580969,1310962.0855797026,1310966.746166053,1310963.328313372
3643,1308092.3283557673,1308092.2656039458,1308092.1407947592,1308089.4191157795,1308089.339794256,1308091.6482920654,1308092.4273397801,1308087.609321059,1308092.2698305377,1308088.85287815
3644,1305218.4164625523,1305218.3537826396,1305218.2288101157,1305215.507666706,1305215.4290239494,1305217.7367912424,1305218.515672329,1305213.6980169504,1305218.3584472018,1305214.9424005512
3645,1302345.0732593157,1302345.0106516567,1302344.8855151297,1302342.1649108415,1302342.0869498814,1302344.393982426,1302345.1726958095,1302340.3554074808,1302345.01575612,1302341.6006206952
3646,1302345.0732593157,1302345.0106516567,1302344.8855151297,1302342.1649108415,1302342.0869498814,1302344.393982426,1302345.1726958095,1302340.3554074808,1302345.01575612,1302341.6006206952
3647,1299472.302518454,1299472.2399833957,1299472.114682195,1299469.394620611,1299469.317344497,1299471.623638028,1299472.4021826235,1299467.5852650898,1299472.2455297029,1299468.8313110378
3648,1299472.302518454,1299472.2399833957,1299472.114682195,1299469.394620611,1299469.317344497,1299471.623638028,1299472.4021826235,1299467.5852650898,1299472.2455297029,1299468.8313110378
3649,1296600.108045041,1296600.045582933,1296599.920116385,1296597.2006011186,1296597.124012919,1296599.4295631372,1296600.2079378508,1296595.391394896,1296600.0515730395,1296596.6382767134
3650,1293728.4936771751,1293728.431288369,1293728.3056557956,1293725.586690492,1293725.5107932952,1293727.8155958666,1293728.5937995953,1293723.7776350419,1293728.4377242422,1293725.0253558808
3651,1290857.4632863274,1290857.4009711777,1290857.2751718974,1290854.556760233,1290854.4815571478,1290856.7856077035,1290857.5636393344,1290852.7478570447,1290857.407854798,1290853.996420073
3652,1287987.0207776988,1287986.9585365623,1287986.8325698893,1287984.1147155727,1287984.0402097274,1287986.3435038636,1287987.1213622743,1287982.3059661507,1287986.9658699224,1287983.555374553
3653,1285117.1700905766,1285117.1079238125,1285116.9817890571,1285114.2644958298,1285114.190690373,1285116.4932236504,1285117.2709077091,1285112.455901694,1285117.115708918,1285113.7061586708
3654,1282247.9151987,1282247.8531066698,1282247.7268031384,1282245.010074774,1282244.9369728751,1282247.238740818,1282248.016249383,1282243.20163746,1282247.8613455389,1282244.4527462283
3655,1279379.2601106258,1279379.1980936942,1279379.071620689,1279376.3554609946,1279376.2830658432,1279378.5840639402,1279379.3613958599,1279374.547182053,1279379.206788358,1279375.7991458469
3656,1276511.2088701033,1276511.1469286368,1276511.020285456,1276508.3046982724,1276508.2330130788,1276510.5332367816,1276511.3103908943,1276506.4965792706,1276511.15608114,1276507.74940134
3657,1273643.7655564495,1273643.7036908178,1273643.5768767556,1273640.8618659568,1273640.7908939524,1273643.090338676,1273643.86731381,1273639.0539084782,1273643.7133032174,1273640.3075920902
3658,1270776.9342849327,1270776.8724955078,1270776.7455098538,1270774.0310793486,1270773.9608237857,1270776.2594849074,1270777.0362798811,1270772.2232849926,1270776.8825698744,1270773.4778334312
3659,1267910.7192071578,1267910.657494314,1267910.5303363546,1267907.816490086,1267907.7469542383,1267910.0448270976,1267910.8214407188,1267906.0088604689,1267910.6680327319,1267907.2642770347
3660,1265045.124511459,1265045.0628755735,1265044.93554459,1265042.222286536,1265042.1534736985,1265044.4505535972,1265045.2269846632,1265040.4148232907,1265045.0738801397,1265041.6711113015
3661,1262180.1544232948,1262180.092864748,1262179.9653600177,1262177.2526941916,1262177.1846076811,1262179.4808898822,1262180.25713718,1262175.445398968,1262180.1043375737,1262176.7025617587
3662,1259315.813205652,1259315.7517248262,1259315.6240456228,1259312.9119760734,1259312.8446192283,1259315.1400989557,1259315.9161612617,1259311.1048505383,1259315.7636680359,1259312.3628914608
3663,1256452.1051594494,1256452.0437567302,1256451.9159023222,1256449.2044331348,1256449.1378093157,1256451.4324817543,1256452.2083578343,1256447.3974789726,1256452.0561724624,1256448.6564013965
3664,1256452.1051594494,1256452.0437567302,1256451.9159023222,1256449.2044331348,1256449.1378093157,1256451.4324817543,1256452.2083578343,1256447.3974789726,1256452.0561724624,1256448.6564013965
3665,1253589.0346239521,1253588.973299727,1253588.8452693794,1253586.1344046756,1253586.068517265,1253588.36237756,1253589.1380661682,1253584.327623588,1253588.9861901342,1253585.5874309
3666,1253589.0346239521,1253588.973299727,1253588.8452693794,1253586.1344046756,1253586.068517265,1253588.36237756,1253589.1380661682,1253584.327623588,1253588.9861901342,1253585.5874309
3667,1250726.6059771865,1250726.5447318465,1250726.4165248193,1250723.7062687576,1250723.6411211602,1250725.9341644167,1250726.7096642968,1250721.8996624644,1250726.5580990948,1250723.1603580683
3668,1247864.8236363635,1247864.7624703024,1247864.6340858515,1247861.9244426275,1247861.8600382707,1247864.1522595529,1247864.9275694378,1247860.1180128658,1247864.776316572,1247861.379600184
3669,1245003.6920583057,1245003.6309719197,1245003.5024092968,1245000.7933831438,1245000.729725478,1245003.0211198095,1245003.7962384203,1244998.9871316697,1245003.6452994058,1245000.2496141414
