id,so2,so2_adm2
6431,-7.980079286646768e-7,4.704222491789845e-6
6432,1.3567760749836457e-5,4.704222491789845e-6
6433,5.2007560455208625e-6,4.704222491789845e-6
6434,-1.4843028311882503e-5,4.704222491789845e-6
6435,-2.3505000825886986e-5,4.704222491789845e-6
6436,-6.180620775331189e-6,4.704222491789845e-6
6437,-8.437044756536399e-6,4.704222491789845e-6
6438,-8.492737290112312e-6,4.704222491789845e-6
6439,-9.374286002495741e-7,4.704222491789845e-6
6440,-1.1889158956640591e-5,4.704222491789845e-6
6441,-1.2739237501028843e-5,4.704222491789845e-6
6443,3.5536031715362908e-6,4.704222491789845e-6
6445,-2.0177900887390473e-6,4.704222491789845e-6
6447,-3.5579035539225573e-6,4.704222491789845e-6
6665,-1.1639131464897706e-7,4.704222491789845e-6
6666,1.5770102648852403e-5,4.704222491789845e-6
6667,2.328793473153538e-5,4.704222491789845e-6
6668,1.821045297493194e-5,4.704222491789845e-6
6669,6.612487209285671e-6,4.704222491789845e-6
6670,1.0009890038303128e-6,4.704222491789845e-6
6671,2.012460088750217e-6,4.704222491789845e-6
6672,-4.858993631522919e-6,4.704222491789845e-6
6673,8.275929669629897e-6,4.704222491789845e-6
6674,1.9645832863528675e-5,4.704222491789845e-6
6675,3.545119445732231e-5,4.704222491789845e-6
6676,2.2486810330227626e-5,4.704222491789845e-6
6677,-2.929422848078245e-6,4.704222491789845e-6
6678,-4.0786466669361305e-6,4.704222491789845e-6
6679,1.9623362875574006e-5,4.704222491789845e-6
6680,1.3581684445937234e-5,4.704222491789845e-6
6681,-7.36945911156913e-6,4.704222491789845e-6
6682,5.597810131731369e-6,4.704222491789845e-6
6683,5.56221337309199e-6,4.704222491789845e-6
6684,3.5527423524182414e-6,4.704222491789845e-6
6685,6.36009090301982e-6,4.704222491789845e-6
6686,7.120161411300102e-6,4.704222491789845e-6
6687,-7.0029940479137205e-6,4.704222491789845e-6
6918,1.428985299321033e-5,4.704222491789845e-6
6919,1.170188211866071e-5,4.704222491789845e-6
6920,2.9239856074971937e-5,4.704222491789845e-6
6921,3.409676187092979e-5,4.704222491789845e-6
6922,1.8583271004515837e-5,4.704222491789845e-6
6923,-1.163939276259794e-6,4.704222491789845e-6
6924,-9.12972217901422e-7,4.704222491789845e-6
6925,-2.0309204084657557e-6,4.704222491789845e-6
6926,8.826645445728406e-6,4.704222491789845e-6
6927,2.242720922506571e-5,4.704222491789845e-6
6928,2.5662047324533038e-5,4.704222491789845e-6
6929,2.5685489439344622e-5,4.704222491789845e-6
6930,2.365011923371086e-5,4.704222491789845e-6
6931,4.324712188993601e-6,4.704222491789845e-6
6932,1.561221583049423e-5,4.704222491789845e-6
6933,2.95828321393503e-5,4.704222491789845e-6
6934,2.787748182011985e-5,4.704222491789845e-6
6935,8.74197161674826e-6,4.704222491789845e-6
6936,9.605162956656958e-7,4.704222491789845e-6
6937,6.6297075171592645e-6,4.704222491789845e-6
6938,1.742826548199073e-5,4.704222491789845e-6
6939,1.8032586597326085e-5,4.704222491789845e-6
6940,7.151530669052423e-6,4.704222491789845e-6
6941,-2.76815357033449e-6,4.704222491789845e-6
6943,-1.5234330030996604e-5,4.704222491789845e-6
7170,3.600409017935929e-5,4.704222491789845e-6
7171,2.559250437847129e-5,4.704222491789845e-6
7172,1.6888455352805837e-5,4.704222491789845e-6
7173,1.8173578563671954e-5,4.704222491789845e-6
7174,1.1452602002774048e-5,4.704222491789845e-6
7175,-1.64786117701354e-6,4.704222491789845e-6
7176,-2.1087489404762073e-6,4.704222491789845e-6
7177,1.3243366638622642e-6,4.704222491789845e-6
7178,-5.036120647614759e-6,4.704222491789845e-6
7179,-7.211779159816964e-7,4.704222491789845e-6
7180,2.4608736603938807e-8,4.704222491789845e-6
7181,2.0836340077585257e-6,4.704222491789845e-6
7182,1.0080768800604223e-5,4.704222491789845e-6
7183,2.0669380434910165e-05,4.704222491789845e-6
7184,5.2709027647273515e-6,4.704222491789845e-6
7185,1.9653936388430543e-5,4.704222491789845e-6
7186,3.8556208684484415e-5,4.704222491789845e-6
7187,3.250320344415075e-5,4.704222491789845e-6
7188,9.47005710705572e-6,4.704222491789845e-6
7189,3.545035060124306e-6,4.704222491789845e-6
7190,5.254504629275815e-6,4.704222491789845e-6
7191,2.0188959727657907e-6,4.704222491789845e-6
7192,3.927593902500413e-6,4.704222491789845e-6
7193,-2.058535216345314e-6,4.704222491789845e-6
7194,-7.096393879357538e-6,4.704222491789845e-6
7195,-2.1794600110369443e-5,4.704222491789845e-6
7399,2.162859058017248e-5,4.704222491789845e-6
7400,6.000034212786248e-6,4.704222491789845e-6
7401,-7.747537972396689e-7,4.704222491789845e-6
7402,1.0775040698603136e-5,4.704222491789845e-6
7403,7.3327724102634205e-6,4.704222491789845e-6
7404,2.850571040262638e-7,4.704222491789845e-6
7405,3.202745626568622e-6,4.704222491789845e-6
7406,9.734522298247578e-7,4.704222491789845e-6
7407,-1.2492447451091612e-5,4.704222491789845e-6
7408,-9.770146032864312e-6,4.704222491789845e-6
7409,-5.145482266806604e-6,4.704222491789845e-6
7410,1.3881916275452994e-6,4.704222491789845e-6
7411,1.2598631981360407e-5,4.704222491789845e-6
7412,6.890920927267996e-6,4.704222491789845e-6
7413,-1.2600874387291692e-5,4.704222491789845e-6
7414,-1.7897715110189423e-6,4.704222491789845e-6
7415,2.4876258193840484e-5,4.704222491789845e-6
7416,1.7440503275574345e-5,4.704222491789845e-6
7417,3.905411092301139e-6,4.704222491789845e-6
7418,-3.7233480007770016e-6,4.704222491789845e-6
7419,-4.52417533317756e-6,4.704222491789845e-6
7420,2.0820459155415005e-7,4.704222491789845e-6
7421,-7.964135407637451e-6,4.704222491789845e-6
7422,-4.822753853732879e-6,4.704222491789845e-6
7423,5.246876193911144e-6,4.704222491789845e-6
7424,-9.202727328289182e-6,4.704222491789845e-6
7426,-1.4980675393658327e-5,4.704222491789845e-6
7630,4.8969964901167885e-6,4.704222491789845e-6
7632,-7.31861865382738e-6,4.704222491789845e-6
7634,-3.7392332239203767e-6,4.704222491789845e-6
7635,-3.5237001944796285e-6,4.704222491789845e-6
7636,2.1247773205345183e-6,4.704222491789845e-6
7637,-7.809474646243686e-7,4.704222491789845e-6
7638,-5.1192697014278545e-6,4.704222491789845e-6
7639,-1.55386761332456e-5,4.704222491789845e-6
7640,-1.0369414987824329e-5,4.704222491789845e-6
7641,-1.8499100000120408e-5,4.704222491789845e-6
7642,-1.5015852272392523e-5,4.704222491789845e-6
7643,-1.2528232208054894e-6,4.704222491789845e-6
7644,9.325287766558642e-6,4.704222491789845e-6
7645,2.2758785090083386e-5,4.704222491789845e-6
7646,1.7309960256005685e-5,4.704222491789845e-6
7647,4.5152087387644e-6,4.704222491789845e-6
7648,-6.222027341074306e-7,4.704222491789845e-6
7649,1.7277204984774672e-5,4.704222491789845e-6
7650,2.6205270361215712e-6,4.704222491789845e-6
7651,-3.935743643680045e-6,4.704222491789845e-6
7652,9.963374851271372e-8,4.704222491789845e-6
7653,-2.9366056195477048e-6,4.704222491789845e-6
7654,1.230865890930549e-6,4.704222491789845e-6
7655,-1.2981644921385912e-6,4.704222491789845e-6
7656,1.4668079010204335e-5,4.704222491789845e-6
7657,1.3951699078228136e-5,4.704222491789845e-6
7658,-8.577925673958061e-6,4.704222491789845e-6
7659,-1.525597628792909e-5,4.704222491789845e-6
7877,-1.7930483154364505e-5,4.704222491789845e-6
7879,-1.2179792960925361e-5,4.704222491789845e-6
7880,1.220836719916906e-5,4.704222491789845e-6
7881,1.4278179814355889e-5,4.704222491789845e-6
7882,5.617903102753212e-6,4.704222491789845e-6
7883,-9.75209326433943e-6,4.704222491789845e-6
7884,-2.366535031436483e-5,4.704222491789845e-6
7885,-1.7186138585736224e-5,4.704222491789845e-6
7886,-1.405724792571023e-5,4.704222491789845e-6
7887,7.10564223263831e-6,4.704222491789845e-6
7888,3.096557348957587e-5,4.704222491789845e-6
7889,3.476683326391018e-5,4.704222491789845e-6
7890,2.0355287389842373e-5,4.704222491789845e-6
7891,7.4077197491588566e-6,4.704222491789845e-6
7892,3.718053883315826e-6,4.704222491789845e-6
7893,9.396565768307017e-6,4.704222491789845e-6
7894,1.2137139470754701e-5,4.704222491789845e-6
7895,-1.3331121129813147e-5,4.704222491789845e-6
7896,-1.4394436799697718e-5,4.704222491789845e-6
7897,7.063240733737437e-6,4.704222491789845e-6
7898,-3.903318589436462e-6,4.704222491789845e-6
7899,9.907674903836185e-6,4.704222491789845e-6
7900,4.15484132565794e-6,4.704222491789845e-6
7901,2.4944042249061926e-6,4.704222491789845e-6
7902,-3.242249302422277e-6,4.704222491789845e-6
7903,-7.38393134041921e-6,4.704222491789845e-6
7905,3.635376618185149e-7,4.704222491789845e-6
8123,8.5960890728028e-6,4.704222491789845e-6
8125,1.006639550220496e-6,4.704222491789845e-6
8127,-4.50155122004989e-7,4.704222491789845e-6
8128,3.641763270499112e-6,4.704222491789845e-6
8129,3.9087555645822165e-6,4.704222491789845e-6
8130,1.5658790927649138e-5,4.704222491789845e-6
8131,1.0932973929005988e-5,4.704222491789845e-6
8132,-1.5486690114470155e-5,4.704222491789845e-6
8133,-1.654707411899014e-5,4.704222491789845e-6
8134,-8.422253035576245e-6,4.704222491789845e-6
8135,1.1111497616067019e-5,4.704222491789845e-6
8136,2.8830793009497214e-5,4.704222491789845e-6
8137,3.36807363680262e-5,4.704222491789845e-6
8138,9.456119540829559e-6,4.704222491789845e-6
8139,-7.439546488223072e-6,4.704222491789845e-6
8140,-4.455211706036818e-6,4.704222491789845e-6
8141,-4.161952991626487e-6,4.704222491789845e-6
8142,-8.936825600142485e-6,4.704222491789845e-6
8143,-1.0443684486292997e-5,4.704222491789845e-6
8144,-4.049636966066686e-6,4.704222491789845e-6
8145,2.2912963443456525e-5,4.704222491789845e-6
8146,1.9333959010054426e-5,4.704222491789845e-6
8147,-2.119617062349271e-6,4.704222491789845e-6
8148,-6.914292650424658e-6,4.704222491789845e-6
8149,-1.0738291474929758e-5,4.704222491789845e-6
8150,-1.7456546912324605e-5,4.704222491789845e-6
8152,-9.468926389014356e-6,4.704222491789845e-6
8375,1.690165816154568e-5,4.704222491789845e-6
8377,1.1136649828495733e-5,4.704222491789845e-6
8379,2.912298688263436e-6,4.704222491789845e-6
8380,-4.182576541880489e-6,4.704222491789845e-6
8381,-2.7734961948140242e-6,4.704222491789845e-6
8382,1.1714284284153332e-5,4.704222491789845e-6
8383,2.962470964895336e-5,4.704222491789845e-6
8384,2.071189916173135e-6,4.704222491789845e-6
8385,-1.546714539027075e-5,4.704222491789845e-6
8386,-1.1247469198274262e-5,4.704222491789845e-6
8387,6.840865222995764e-6,4.704222491789845e-6
8388,3.010634850645113e-5,4.704222491789845e-6
8389,2.598901754030487e-5,4.704222491789845e-6
8390,9.41493370815705e-6,4.704222491789845e-6
8391,-1.2936145519855244e-5,4.704222491789845e-6
8392,-2.2729693006752212e-5,4.704222491789845e-6
8393,-2.6365288930123468e-5,4.704222491789845e-6
8394,-1.5509060336740707e-5,4.704222491789845e-6
8395,-7.864882225906342e-7,4.704222491789845e-6
8396,7.524601254327819e-6,4.704222491789845e-6
8397,2.0635391338352845e-5,4.704222491789845e-6
8398,1.5177606585155258e-5,4.704222491789845e-6
8399,-1.1343714840718341e-5,4.704222491789845e-6
8400,-1.240294967319416e-5,4.704222491789845e-6
8401,-1.2559055946986391e-5,4.704222491789845e-6
8402,-2.24702172197607e-5,4.704222491789845e-6
8648,1.3373595814026658e-5,4.704222491789845e-6
8650,5.38070636992728e-7,4.704222491789845e-6
8651,-4.309045335772614e-6,4.704222491789845e-6
8652,7.4595484318614845e-6,4.704222491789845e-6
8653,2.1713283701142616e-5,4.704222491789845e-6
8654,1.7124574199689895e-5,4.704222491789845e-6
8655,9.70558945683267e-6,4.704222491789845e-6
8656,7.030118863561452e-7,4.704222491789845e-6
8657,-8.309702944694116e-6,4.704222491789845e-6
8658,1.4888002130928965e-5,4.704222491789845e-6
8659,3.850634650570541e-5,4.704222491789845e-6
8660,2.523607791755544e-5,4.704222491789845e-6
8661,8.412279632666394e-6,4.704222491789845e-6
8662,-4.359806291148308e-7,4.704222491789845e-6
8663,-1.6402830129017138e-5,4.704222491789845e-6
8664,-2.256938765561303e-5,4.704222491789845e-6
8665,-8.494122493775425e-6,4.704222491789845e-6
8666,5.763394488430607e-7,4.704222491789845e-6
8667,6.62454915683426e-7,4.704222491789845e-6
8668,1.7264421610034424e-5,4.704222491789845e-6
8669,1.2988903392697412e-5,4.704222491789845e-6
8670,-6.742669671122584e-6,4.704222491789845e-6
8671,-8.572917046703176e-6,4.704222491789845e-6
8672,-9.607971486724067e-6,4.704222491789845e-6
8673,-9.308176346771212e-6,4.704222491789845e-6
8903,1.0987160650859875e-5,4.704222491789845e-6
8905,4.489814123068766e-6,4.704222491789845e-6
8906,9.066189535353752e-6,4.704222491789845e-6
8907,3.943675247086504e-6,4.704222491789845e-6
8908,3.9150060559860184e-7,4.704222491789845e-6
8909,2.8531575497497005e-6,4.704222491789845e-6
8910,8.307925484549357e-6,4.704222491789845e-6
8911,2.9716923881944815e-6,4.704222491789845e-6
8912,-6.2095857077234e-6,4.704222491789845e-6
8913,1.393905514984696e-6,4.704222491789845e-6
8914,1.1612047440139856e-5,4.704222491789845e-6
8915,3.2780434112497564e-6,4.704222491789845e-6
8916,-5.9466804987938185e-6,4.704222491789845e-6
8917,-6.020425494618138e-6,4.704222491789845e-6
8918,-4.642476512496551e-6,4.704222491789845e-6
8919,-3.3774930742909545e-6,4.704222491789845e-6
8920,-5.731982103099169e-6,4.704222491789845e-6
8921,-1.1267150043313278e-5,4.704222491789845e-6
8922,-1.9997433189585872e-05,4.704222491789845e-6
8923,-8.195274275127243e-6,4.704222491789845e-6
8924,6.070058891029238e-6,4.704222491789845e-6
8925,2.245229899899439e-5,4.704222491789845e-6
8926,4.495662134666036e-6,4.704222491789845e-6
8927,-4.006233630989625e-6,4.704222491789845e-6
8929,-1.2561347091688153e-5,4.704222491789845e-6
9154,3.874031610511753e-5,4.704222491789845e-6
9156,1.7614940425404448e-5,4.704222491789845e-6
9158,1.7102538712945163e-6,4.704222491789845e-6
9159,1.7470688213465387e-5,4.704222491789845e-6
9160,2.938299824543676e-5,4.704222491789845e-6
